192.168.1.163,19/Nov/2025:12:50:16,GET,/search,HTTP/1.1,500,3178
192.168.1.183,18/Nov/2025:10:28:16,GET,/home,HTTP/1.1,304,1774
192.168.1.220,23/Nov/2025:10:24:16,GET,/search,HTTP/1.1,404,1187
192.168.1.207,22/Nov/2025:19:41:16,POST,/product/2,HTTP/1.1,200,3466
192.168.1.220,20/Nov/2025:00:20:16,POST,/cart,HTTP/1.1,304,4971
192.168.1.99,21/Nov/2025:13:32:16,GET,/product/2,HTTP/1.1,304,1622
192.168.1.117,18/Nov/2025:12:58:16,POST,/products,HTTP/1.1,404,2904
192.168.1.23,21/Nov/2025:06:16:16,PUT,/home,HTTP/1.1,200,1792
192.168.1.15,19/Nov/2025:21:43:16,PUT,/cart,HTTP/1.1,503,2178
192.168.1.75,19/Nov/2025:10:12:16,POST,/product/1,HTTP/1.1,500,1436
192.168.1.195,23/Nov/2025:11:51:16,POST,/product/2,HTTP/1.1,503,1625
192.168.1.178,23/Nov/2025:02:41:16,PUT,/home,HTTP/1.1,304,3743
192.168.1.248,22/Nov/2025:08:16:16,DELETE,/search,HTTP/1.1,200,441
192.168.1.176,19/Nov/2025:17:29:16,PUT,/products,HTTP/1.1,304,3613
192.168.1.39,22/Nov/2025:07:31:16,DELETE,/product/1,HTTP/1.1,200,1168
192.168.1.36,18/Nov/2025:02:24:16,DELETE,/cart,HTTP/1.1,500,4930
192.168.1.119,21/Nov/2025:07:00:16,PUT,/product/2,HTTP/1.1,200,996
192.168.1.242,20/Nov/2025:20:30:16,GET,/product/1,HTTP/1.1,200,2699
192.168.1.37,17/Nov/2025:17:40:16,DELETE,/cart,HTTP/1.1,500,3272
192.168.1.123,23/Nov/2025:06:46:16,DELETE,/products,HTTP/1.1,404,2922
192.168.1.229,22/Nov/2025:02:07:16,PUT,/product/2,HTTP/1.1,304,3797
192.168.1.55,20/Nov/2025:16:52:16,GET,/products,HTTP/1.1,503,4124
192.168.1.149,22/Nov/2025:17:17:16,GET,/checkout,HTTP/1.1,304,555
192.168.1.24,19/Nov/2025:13:10:16,PUT,/checkout,HTTP/1.1,304,1736
192.168.1.7,22/Nov/2025:16:45:16,PUT,/products,HTTP/1.1,200,4905
192.168.1.12,19/Nov/2025:23:51:16,POST,/products,HTTP/1.1,200,4794
192.168.1.117,22/Nov/2025:06:52:16,DELETE,/home,HTTP/1.1,503,1715
192.168.1.107,20/Nov/2025:07:12:16,GET,/home,HTTP/1.1,404,3325
192.168.1.134,24/Nov/2025:09:03:16,PUT,/product/2,HTTP/1.1,500,4433
192.168.1.62,22/Nov/2025:19:23:16,GET,/home,HTTP/1.1,304,2003
192.168.1.221,23/Nov/2025:10:28:16,DELETE,/product/2,HTTP/1.1,503,54
192.168.1.32,18/Nov/2025:21:38:16,POST,/product/1,HTTP/1.1,304,3707
192.168.1.51,23/Nov/2025:04:16:16,POST,/cart,HTTP/1.1,304,1581
192.168.1.163,23/Nov/2025:19:39:16,GET,/products,HTTP/1.1,500,3381
192.168.1.191,20/Nov/2025:01:51:16,DELETE,/product/1,HTTP/1.1,404,1646
192.168.1.239,18/Nov/2025:00:24:16,GET,/home,HTTP/1.1,404,766
192.168.1.133,19/Nov/2025:20:54:16,POST,/products,HTTP/1.1,304,78
192.168.1.243,20/Nov/2025:14:04:16,PUT,/cart,HTTP/1.1,304,2713
192.168.1.71,24/Nov/2025:02:50:16,DELETE,/checkout,HTTP/1.1,304,4905
192.168.1.109,22/Nov/2025:03:28:16,DELETE,/checkout,HTTP/1.1,200,622
192.168.1.223,19/Nov/2025:18:58:16,PUT,/product/2,HTTP/1.1,404,3788
192.168.1.51,19/Nov/2025:12:35:16,POST,/search,HTTP/1.1,404,589
192.168.1.238,20/Nov/2025:03:53:16,DELETE,/search,HTTP/1.1,404,1524
192.168.1.233,19/Nov/2025:13:59:16,PUT,/search,HTTP/1.1,500,3937
192.168.1.183,19/Nov/2025:06:21:16,PUT,/product/2,HTTP/1.1,404,4813
192.168.1.27,20/Nov/2025:22:54:16,DELETE,/cart,HTTP/1.1,503,3911
192.168.1.177,22/Nov/2025:07:55:16,PUT,/search,HTTP/1.1,500,1745
192.168.1.74,20/Nov/2025:06:38:16,DELETE,/products,HTTP/1.1,503,4271
192.168.1.112,22/Nov/2025:01:08:16,DELETE,/products,HTTP/1.1,503,3051
192.168.1.105,17/Nov/2025:19:53:16,POST,/checkout,HTTP/1.1,404,216
192.168.1.111,19/Nov/2025:14:27:16,GET,/product/1,HTTP/1.1,500,3965
192.168.1.58,21/Nov/2025:16:49:16,GET,/product/2,HTTP/1.1,404,2610
192.168.1.243,19/Nov/2025:06:35:16,PUT,/cart,HTTP/1.1,200,3226
192.168.1.31,17/Nov/2025:16:39:16,DELETE,/search,HTTP/1.1,404,2125
192.168.1.134,17/Nov/2025:22:48:16,GET,/product/2,HTTP/1.1,500,1646
192.168.1.242,23/Nov/2025:09:42:16,DELETE,/checkout,HTTP/1.1,404,219
192.168.1.225,19/Nov/2025:06:59:16,GET,/product/1,HTTP/1.1,500,1660
192.168.1.155,21/Nov/2025:20:14:16,POST,/search,HTTP/1.1,500,1657
192.168.1.33,18/Nov/2025:20:27:16,POST,/cart,HTTP/1.1,404,1567
192.168.1.85,21/Nov/2025:04:05:16,DELETE,/product/1,HTTP/1.1,404,3348
192.168.1.236,20/Nov/2025:06:10:16,GET,/cart,HTTP/1.1,500,976
192.168.1.161,21/Nov/2025:15:22:16,POST,/home,HTTP/1.1,304,2045
192.168.1.1,18/Nov/2025:22:18:16,GET,/cart,HTTP/1.1,404,402
192.168.1.235,22/Nov/2025:15:34:16,PUT,/cart,HTTP/1.1,503,613
192.168.1.206,23/Nov/2025:00:51:16,PUT,/checkout,HTTP/1.1,304,1820
192.168.1.14,17/Nov/2025:21:51:16,POST,/search,HTTP/1.1,304,1710
192.168.1.66,21/Nov/2025:22:45:16,GET,/product/2,HTTP/1.1,200,3751
192.168.1.123,17/Nov/2025:17:34:16,POST,/product/2,HTTP/1.1,304,532
192.168.1.8,22/Nov/2025:14:06:16,GET,/search,HTTP/1.1,503,2930
192.168.1.66,20/Nov/2025:11:37:16,GET,/product/2,HTTP/1.1,503,1636
192.168.1.77,18/Nov/2025:16:06:16,DELETE,/checkout,HTTP/1.1,200,4904
192.168.1.96,18/Nov/2025:20:47:16,GET,/home,HTTP/1.1,200,2868
192.168.1.169,22/Nov/2025:10:22:16,GET,/product/2,HTTP/1.1,404,3722
192.168.1.65,20/Nov/2025:17:53:16,GET,/product/1,HTTP/1.1,503,2704
192.168.1.106,21/Nov/2025:18:44:16,GET,/product/1,HTTP/1.1,500,4549
192.168.1.186,23/Nov/2025:23:12:16,DELETE,/cart,HTTP/1.1,200,1004
192.168.1.57,21/Nov/2025:05:34:16,DELETE,/search,HTTP/1.1,404,3012
192.168.1.74,17/Nov/2025:18:04:16,POST,/product/1,HTTP/1.1,503,196
192.168.1.21,19/Nov/2025:10:59:16,PUT,/search,HTTP/1.1,200,2282
192.168.1.154,22/Nov/2025:06:50:16,PUT,/checkout,HTTP/1.1,500,981
192.168.1.238,21/Nov/2025:09:16:16,PUT,/checkout,HTTP/1.1,200,4598
192.168.1.39,21/Nov/2025:17:11:16,DELETE,/product/2,HTTP/1.1,200,4236
192.168.1.218,23/Nov/2025:08:42:16,GET,/checkout,HTTP/1.1,304,1955
192.168.1.210,18/Nov/2025:14:41:16,GET,/checkout,HTTP/1.1,404,3938
192.168.1.115,22/Nov/2025:14:09:16,PUT,/checkout,HTTP/1.1,503,3229
192.168.1.120,23/Nov/2025:13:35:16,GET,/product/2,HTTP/1.1,404,1779
192.168.1.164,18/Nov/2025:08:48:16,GET,/checkout,HTTP/1.1,200,3802
192.168.1.137,22/Nov/2025:21:44:16,GET,/products,HTTP/1.1,304,1244
192.168.1.241,19/Nov/2025:18:28:16,DELETE,/product/2,HTTP/1.1,304,2700
192.168.1.229,20/Nov/2025:06:25:16,GET,/checkout,HTTP/1.1,304,1667
192.168.1.195,23/Nov/2025:14:24:16,GET,/cart,HTTP/1.1,404,643
192.168.1.66,24/Nov/2025:01:55:16,DELETE,/home,HTTP/1.1,500,4774
192.168.1.99,24/Nov/2025:00:58:16,PUT,/search,HTTP/1.1,200,3307
192.168.1.236,19/Nov/2025:14:41:16,DELETE,/cart,HTTP/1.1,500,350
192.168.1.241,20/Nov/2025:19:27:16,POST,/products,HTTP/1.1,404,3270
192.168.1.64,20/Nov/2025:00:06:16,PUT,/products,HTTP/1.1,404,2594
192.168.1.65,23/Nov/2025:06:54:16,DELETE,/product/2,HTTP/1.1,404,1882
192.168.1.162,22/Nov/2025:13:42:16,DELETE,/product/1,HTTP/1.1,500,1184
192.168.1.177,17/Nov/2025:16:50:16,PUT,/cart,HTTP/1.1,404,3498
192.168.1.241,23/Nov/2025:18:11:16,DELETE,/search,HTTP/1.1,304,1335
192.168.1.200,22/Nov/2025:20:45:16,GET,/home,HTTP/1.1,500,2745
192.168.1.197,19/Nov/2025:14:07:16,POST,/product/2,HTTP/1.1,503,4232
192.168.1.245,17/Nov/2025:21:36:16,POST,/home,HTTP/1.1,500,3398
192.168.1.61,21/Nov/2025:15:57:16,PUT,/product/1,HTTP/1.1,500,3492
192.168.1.196,17/Nov/2025:20:52:16,GET,/products,HTTP/1.1,304,1619
192.168.1.214,23/Nov/2025:20:45:16,GET,/product/2,HTTP/1.1,503,2670
192.168.1.94,22/Nov/2025:16:18:16,POST,/home,HTTP/1.1,404,396
192.168.1.248,20/Nov/2025:21:33:16,GET,/products,HTTP/1.1,503,3798
192.168.1.246,17/Nov/2025:16:16:16,POST,/products,HTTP/1.1,404,1738
192.168.1.210,19/Nov/2025:04:15:16,POST,/checkout,HTTP/1.1,503,2001
192.168.1.18,23/Nov/2025:11:24:16,PUT,/cart,HTTP/1.1,200,532
192.168.1.195,23/Nov/2025:18:38:16,PUT,/checkout,HTTP/1.1,503,1457
192.168.1.235,17/Nov/2025:20:56:16,GET,/cart,HTTP/1.1,404,862
192.168.1.134,19/Nov/2025:03:52:16,PUT,/product/1,HTTP/1.1,500,929
192.168.1.225,19/Nov/2025:09:25:16,POST,/product/1,HTTP/1.1,503,4157
192.168.1.228,22/Nov/2025:22:43:16,PUT,/products,HTTP/1.1,200,3847
192.168.1.169,22/Nov/2025:06:36:16,GET,/product/2,HTTP/1.1,200,2312
192.168.1.57,22/Nov/2025:12:22:16,PUT,/product/1,HTTP/1.1,500,54
192.168.1.75,22/Nov/2025:00:59:16,GET,/product/1,HTTP/1.1,304,2470
192.168.1.179,22/Nov/2025:00:38:16,POST,/cart,HTTP/1.1,404,72
192.168.1.134,20/Nov/2025:22:16:16,DELETE,/product/2,HTTP/1.1,503,2794
192.168.1.185,21/Nov/2025:02:49:16,DELETE,/products,HTTP/1.1,304,2298
192.168.1.27,20/Nov/2025:11:58:16,POST,/products,HTTP/1.1,500,3643
192.168.1.62,20/Nov/2025:08:21:16,GET,/product/1,HTTP/1.1,404,401
192.168.1.73,18/Nov/2025:04:32:16,GET,/cart,HTTP/1.1,200,78
192.168.1.251,23/Nov/2025:20:10:16,DELETE,/home,HTTP/1.1,304,2511
192.168.1.65,20/Nov/2025:15:02:16,POST,/cart,HTTP/1.1,200,1561
192.168.1.175,18/Nov/2025:07:22:16,PUT,/search,HTTP/1.1,304,2123
192.168.1.236,22/Nov/2025:10:05:16,PUT,/products,HTTP/1.1,500,4477
192.168.1.183,19/Nov/2025:19:01:16,POST,/products,HTTP/1.1,404,3004
192.168.1.134,22/Nov/2025:19:16:16,GET,/cart,HTTP/1.1,200,3547
192.168.1.243,19/Nov/2025:01:05:16,GET,/checkout,HTTP/1.1,503,2041
192.168.1.235,19/Nov/2025:04:14:16,DELETE,/cart,HTTP/1.1,503,1671
192.168.1.79,22/Nov/2025:00:34:16,PUT,/product/1,HTTP/1.1,200,2751
192.168.1.19,18/Nov/2025:14:37:16,POST,/product/2,HTTP/1.1,304,974
192.168.1.6,19/Nov/2025:04:02:16,POST,/search,HTTP/1.1,200,4321
192.168.1.26,19/Nov/2025:00:38:16,GET,/product/2,HTTP/1.1,404,2395
192.168.1.226,23/Nov/2025:08:47:16,GET,/product/1,HTTP/1.1,304,2908
192.168.1.16,18/Nov/2025:10:23:16,GET,/home,HTTP/1.1,503,920
192.168.1.191,20/Nov/2025:16:07:16,DELETE,/checkout,HTTP/1.1,500,3561
192.168.1.87,20/Nov/2025:21:44:16,DELETE,/cart,HTTP/1.1,200,4879
192.168.1.100,20/Nov/2025:02:26:16,GET,/home,HTTP/1.1,404,1588
192.168.1.211,23/Nov/2025:22:34:16,GET,/products,HTTP/1.1,404,1652
192.168.1.1,23/Nov/2025:16:02:16,GET,/cart,HTTP/1.1,503,2622
192.168.1.80,21/Nov/2025:03:12:16,POST,/products,HTTP/1.1,404,1117
192.168.1.42,23/Nov/2025:15:40:16,GET,/home,HTTP/1.1,500,2928
192.168.1.237,20/Nov/2025:15:15:16,DELETE,/cart,HTTP/1.1,200,2897
192.168.1.2,19/Nov/2025:22:52:16,DELETE,/product/2,HTTP/1.1,503,4477
192.168.1.176,21/Nov/2025:12:18:16,GET,/products,HTTP/1.1,500,4702
192.168.1.103,21/Nov/2025:21:13:16,POST,/product/1,HTTP/1.1,500,817
192.168.1.231,18/Nov/2025:10:34:16,PUT,/checkout,HTTP/1.1,404,1442
192.168.1.181,19/Nov/2025:09:59:16,DELETE,/checkout,HTTP/1.1,500,2260
192.168.1.20,17/Nov/2025:22:59:16,PUT,/product/1,HTTP/1.1,503,3849
192.168.1.63,24/Nov/2025:00:57:16,DELETE,/cart,HTTP/1.1,503,1830
192.168.1.216,20/Nov/2025:13:57:16,GET,/cart,HTTP/1.1,404,4363
192.168.1.234,19/Nov/2025:03:09:16,POST,/products,HTTP/1.1,503,2674
192.168.1.99,19/Nov/2025:11:08:16,PUT,/products,HTTP/1.1,500,100
192.168.1.226,19/Nov/2025:03:25:16,PUT,/product/2,HTTP/1.1,200,2905
192.168.1.227,23/Nov/2025:04:56:16,POST,/search,HTTP/1.1,404,4087
192.168.1.151,18/Nov/2025:18:22:16,GET,/cart,HTTP/1.1,304,4368
192.168.1.163,18/Nov/2025:07:24:16,POST,/products,HTTP/1.1,503,2864
192.168.1.164,23/Nov/2025:01:51:16,GET,/checkout,HTTP/1.1,304,3894
192.168.1.51,18/Nov/2025:12:16:16,DELETE,/search,HTTP/1.1,503,2224
192.168.1.242,19/Nov/2025:23:38:16,GET,/product/1,HTTP/1.1,404,4504
192.168.1.143,19/Nov/2025:13:28:16,PUT,/product/1,HTTP/1.1,503,3796
192.168.1.138,22/Nov/2025:08:59:16,PUT,/search,HTTP/1.1,503,3363
192.168.1.179,24/Nov/2025:02:55:16,POST,/checkout,HTTP/1.1,304,1676
192.168.1.2,19/Nov/2025:01:20:16,DELETE,/home,HTTP/1.1,500,4191
192.168.1.41,18/Nov/2025:21:47:16,PUT,/cart,HTTP/1.1,200,4215
192.168.1.85,23/Nov/2025:10:56:16,GET,/search,HTTP/1.1,503,2196
192.168.1.147,24/Nov/2025:10:30:16,GET,/checkout,HTTP/1.1,404,3351
192.168.1.147,22/Nov/2025:06:43:16,PUT,/home,HTTP/1.1,404,2190
192.168.1.81,22/Nov/2025:20:48:16,PUT,/home,HTTP/1.1,500,3999
192.168.1.90,19/Nov/2025:14:59:16,DELETE,/search,HTTP/1.1,500,2158
192.168.1.11,24/Nov/2025:00:27:16,DELETE,/checkout,HTTP/1.1,304,2701
192.168.1.167,20/Nov/2025:13:44:16,DELETE,/product/1,HTTP/1.1,404,3006
192.168.1.222,19/Nov/2025:20:10:16,DELETE,/checkout,HTTP/1.1,304,2397
192.168.1.253,19/Nov/2025:05:21:16,PUT,/product/2,HTTP/1.1,500,4793
192.168.1.192,19/Nov/2025:20:16:16,GET,/home,HTTP/1.1,304,3816
192.168.1.111,17/Nov/2025:13:48:16,DELETE,/product/1,HTTP/1.1,500,1549
192.168.1.217,21/Nov/2025:06:39:16,PUT,/products,HTTP/1.1,304,1563
192.168.1.225,22/Nov/2025:05:30:16,GET,/cart,HTTP/1.1,500,4979
192.168.1.164,18/Nov/2025:02:02:16,GET,/checkout,HTTP/1.1,304,815
192.168.1.133,19/Nov/2025:12:46:16,POST,/product/1,HTTP/1.1,503,382
192.168.1.47,23/Nov/2025:23:19:16,PUT,/product/1,HTTP/1.1,200,3932
192.168.1.90,18/Nov/2025:12:12:16,POST,/products,HTTP/1.1,404,4142
192.168.1.197,21/Nov/2025:16:25:16,POST,/home,HTTP/1.1,304,932
192.168.1.58,20/Nov/2025:18:23:16,PUT,/products,HTTP/1.1,500,421
192.168.1.28,19/Nov/2025:14:41:16,PUT,/product/2,HTTP/1.1,404,3241
192.168.1.4,19/Nov/2025:21:47:16,PUT,/products,HTTP/1.1,503,4924
192.168.1.52,21/Nov/2025:00:48:16,POST,/home,HTTP/1.1,503,2539
192.168.1.97,21/Nov/2025:21:08:16,DELETE,/search,HTTP/1.1,404,4510
192.168.1.30,23/Nov/2025:10:37:16,DELETE,/home,HTTP/1.1,500,3681
192.168.1.212,24/Nov/2025:02:37:16,DELETE,/cart,HTTP/1.1,304,359
192.168.1.97,20/Nov/2025:22:26:16,POST,/checkout,HTTP/1.1,500,677
192.168.1.106,24/Nov/2025:10:27:16,POST,/product/1,HTTP/1.1,500,1557
192.168.1.70,18/Nov/2025:00:42:16,POST,/cart,HTTP/1.1,404,1857
192.168.1.153,23/Nov/2025:00:31:16,PUT,/search,HTTP/1.1,304,4667
192.168.1.215,24/Nov/2025:07:09:16,DELETE,/home,HTTP/1.1,500,2304
192.168.1.227,19/Nov/2025:07:59:16,DELETE,/search,HTTP/1.1,500,437
192.168.1.8,18/Nov/2025:06:27:16,POST,/product/2,HTTP/1.1,404,1188
192.168.1.193,19/Nov/2025:18:07:16,POST,/product/1,HTTP/1.1,500,4752
192.168.1.149,19/Nov/2025:02:45:16,PUT,/checkout,HTTP/1.1,404,2759
192.168.1.75,17/Nov/2025:19:26:16,DELETE,/search,HTTP/1.1,503,1408
192.168.1.30,20/Nov/2025:00:04:16,GET,/home,HTTP/1.1,500,1341
192.168.1.167,20/Nov/2025:06:54:16,POST,/cart,HTTP/1.1,503,860
192.168.1.172,19/Nov/2025:01:27:16,GET,/search,HTTP/1.1,304,4813
192.168.1.237,18/Nov/2025:18:13:16,GET,/product/2,HTTP/1.1,404,3269
192.168.1.194,19/Nov/2025:07:26:16,POST,/search,HTTP/1.1,503,1728
192.168.1.71,21/Nov/2025:02:06:16,GET,/search,HTTP/1.1,503,3374
192.168.1.135,24/Nov/2025:01:38:16,DELETE,/search,HTTP/1.1,503,2251
192.168.1.76,20/Nov/2025:13:51:16,POST,/checkout,HTTP/1.1,404,1415
192.168.1.76,21/Nov/2025:10:37:16,POST,/checkout,HTTP/1.1,503,248
192.168.1.227,18/Nov/2025:01:07:16,PUT,/product/1,HTTP/1.1,404,3808
192.168.1.177,21/Nov/2025:08:33:16,PUT,/product/1,HTTP/1.1,404,944
192.168.1.41,20/Nov/2025:05:13:16,GET,/product/2,HTTP/1.1,500,673
192.168.1.86,19/Nov/2025:21:02:16,GET,/product/2,HTTP/1.1,500,2026
192.168.1.168,22/Nov/2025:08:11:16,DELETE,/product/2,HTTP/1.1,304,1355
192.168.1.198,19/Nov/2025:07:19:16,DELETE,/home,HTTP/1.1,404,927
192.168.1.118,24/Nov/2025:05:01:16,PUT,/product/2,HTTP/1.1,200,3600
192.168.1.141,21/Nov/2025:10:49:16,POST,/cart,HTTP/1.1,404,972
192.168.1.179,24/Nov/2025:07:33:16,PUT,/cart,HTTP/1.1,404,911
192.168.1.118,23/Nov/2025:14:37:16,PUT,/products,HTTP/1.1,200,4415
192.168.1.52,21/Nov/2025:00:29:16,POST,/products,HTTP/1.1,404,1982
192.168.1.159,21/Nov/2025:10:41:16,DELETE,/checkout,HTTP/1.1,404,2477
192.168.1.108,22/Nov/2025:12:18:16,PUT,/checkout,HTTP/1.1,404,4558
192.168.1.143,22/Nov/2025:11:18:16,PUT,/product/1,HTTP/1.1,503,2518
192.168.1.96,19/Nov/2025:08:01:16,DELETE,/home,HTTP/1.1,500,2107
192.168.1.212,18/Nov/2025:16:42:16,GET,/cart,HTTP/1.1,304,3593
192.168.1.196,21/Nov/2025:08:02:16,GET,/product/1,HTTP/1.1,200,4512
192.168.1.2,21/Nov/2025:19:09:16,POST,/products,HTTP/1.1,200,3811
192.168.1.84,20/Nov/2025:11:39:16,PUT,/search,HTTP/1.1,404,2726
192.168.1.6,19/Nov/2025:17:54:16,DELETE,/product/1,HTTP/1.1,200,3197
192.168.1.154,21/Nov/2025:04:29:16,DELETE,/checkout,HTTP/1.1,304,2981
192.168.1.88,23/Nov/2025:22:52:16,PUT,/product/1,HTTP/1.1,404,2060
192.168.1.52,18/Nov/2025:17:15:16,GET,/checkout,HTTP/1.1,304,4444
192.168.1.147,23/Nov/2025:10:22:16,DELETE,/product/1,HTTP/1.1,304,459
192.168.1.131,17/Nov/2025:14:09:16,GET,/product/1,HTTP/1.1,200,4254
192.168.1.188,20/Nov/2025:03:26:16,GET,/products,HTTP/1.1,500,1540
192.168.1.115,21/Nov/2025:08:34:16,DELETE,/product/2,HTTP/1.1,200,3171
192.168.1.92,19/Nov/2025:11:57:16,DELETE,/search,HTTP/1.1,404,3833
192.168.1.105,18/Nov/2025:10:52:16,GET,/cart,HTTP/1.1,200,4571
192.168.1.170,23/Nov/2025:23:05:16,PUT,/search,HTTP/1.1,503,1802
192.168.1.243,19/Nov/2025:21:19:16,GET,/search,HTTP/1.1,404,2430
192.168.1.228,17/Nov/2025:16:14:16,GET,/checkout,HTTP/1.1,404,207
192.168.1.117,18/Nov/2025:00:32:16,GET,/search,HTTP/1.1,404,4148
192.168.1.67,19/Nov/2025:05:21:16,GET,/product/2,HTTP/1.1,304,4536
192.168.1.159,17/Nov/2025:16:41:16,PUT,/checkout,HTTP/1.1,503,686
192.168.1.151,20/Nov/2025:10:56:16,POST,/product/2,HTTP/1.1,200,4276
192.168.1.186,22/Nov/2025:16:34:16,DELETE,/checkout,HTTP/1.1,200,3104
192.168.1.150,18/Nov/2025:22:44:16,DELETE,/cart,HTTP/1.1,404,634
192.168.1.62,21/Nov/2025:00:21:16,POST,/cart,HTTP/1.1,200,2882
192.168.1.174,19/Nov/2025:21:07:16,DELETE,/products,HTTP/1.1,304,589
192.168.1.64,17/Nov/2025:14:52:16,POST,/product/2,HTTP/1.1,304,2271
192.168.1.195,20/Nov/2025:02:46:16,DELETE,/product/1,HTTP/1.1,404,4692
192.168.1.177,19/Nov/2025:08:13:16,GET,/home,HTTP/1.1,200,3452
192.168.1.153,21/Nov/2025:23:25:16,PUT,/search,HTTP/1.1,500,431
192.168.1.103,20/Nov/2025:15:44:16,POST,/checkout,HTTP/1.1,304,1568
192.168.1.241,19/Nov/2025:23:16:16,POST,/checkout,HTTP/1.1,503,797
192.168.1.232,18/Nov/2025:15:09:16,PUT,/search,HTTP/1.1,200,1305
192.168.1.162,19/Nov/2025:18:40:16,POST,/cart,HTTP/1.1,200,1081
192.168.1.25,17/Nov/2025:15:47:16,PUT,/search,HTTP/1.1,304,1060
192.168.1.236,20/Nov/2025:07:55:16,GET,/product/1,HTTP/1.1,503,2365
192.168.1.169,17/Nov/2025:18:39:16,GET,/home,HTTP/1.1,404,1864
192.168.1.189,21/Nov/2025:10:48:16,POST,/home,HTTP/1.1,500,4309
192.168.1.68,21/Nov/2025:03:53:16,GET,/checkout,HTTP/1.1,503,3499
192.168.1.56,19/Nov/2025:00:05:16,GET,/search,HTTP/1.1,404,3641
192.168.1.186,20/Nov/2025:23:25:16,DELETE,/home,HTTP/1.1,503,3784
192.168.1.109,22/Nov/2025:07:44:16,POST,/product/2,HTTP/1.1,304,1502
192.168.1.13,17/Nov/2025:14:05:16,PUT,/search,HTTP/1.1,404,4781
